"Time (s)";"Magnetic Field x (µT)";"Magnetic Field y (µT)";"Magnetic Field z (µT)";"Absolute field (µT)"
3.392748751E0;2.050500031E2;3.401437683E2;1.141875076E2;4.132578781E2
3.402748751E0;2.050687561E2;3.400687561E2;1.141687546E2;4.132002640E2
3.412748751E0;2.049937592E2;3.401812744E2;1.140937576E2;4.132349529E2
3.422748751E0;2.049187622E2;3.402562561E2;1.142625046E2;4.133061080E2
3.432748751E0;2.049000092E2;3.403687744E2;1.141312561E2;4.133531903E2
3.442748751E0;2.049562531E2;3.403687744E2;1.141312561E2;4.133810734E2
3.452748751E0;2.049750061E2;3.404062500E2;1.142250061E2;4.134471190E2
3.462748751E0;2.050312653E2;3.402000122E2;1.141500015E2;4.132845157E2
3.472748751E0;2.050500031E2;3.402562561E2;1.140375061E2;4.133090567E2
3.482748751E0;2.053687592E2;3.402937622E2;1.139437561E2;4.134723103E2
3.492748751E0;2.052000122E2;3.403500061E2;1.136062546E2;4.133419320E2
3.502748751E0;2.051062622E2;3.402562561E2;1.133250046E2;4.131409630E2
3.512748751E0;2.052000122E2;3.402187500E2;1.134187546E2;4.131823529E2
3.522748751E0;2.050312653E2;3.402000122E2;1.133062515E2;4.130522663E2
3.532748751E0;2.050125122E2;3.402562561E2;1.130250015E2;4.130122286E2
3.542748751E0;2.050500031E2;3.403125000E2;1.131000061E2;4.130977037E2
3.552748751E0;2.051625061E2;3.404812622E2;1.133250046E2;4.133542071E2
3.562748751E0;2.049937592E2;3.404625244E2;1.133250046E2;4.132550405E2
3.572748751E0;2.049937592E2;3.403125000E2;1.133812561E2;4.131468845E2
3.582748751E0;2.053312531E2;3.401062622E2;1.135875015E2;4.132012991E2
3.592748751E0;2.052750092E2;3.399562683E2;1.134937515E2;4.130241220E2
3.602748751E0;2.054812622E2;3.399750061E2;1.134937515E2;4.131420888E2
3.612748751E0;2.054625092E2;3.399187622E2;1.136062546E2;4.131174030E2
3.622748751E0;2.053312531E2;3.399562683E2;1.134750061E2;4.130469281E2
3.632748751E0;2.052000122E2;3.397687683E2;1.132875061E2;4.127758713E2
3.642748751E0;2.050875092E2;3.396000061E2;1.133062515E2;4.125861815E2
3.652748751E0;2.051625061E2;3.399562683E2;1.134750061E2;4.129630677E2
3.662748751E0;2.048812561E2;3.400687561E2;1.136437531E2;4.129624566E2
3.672748751E0;2.050875092E2;3.400500183E2;1.135687561E2;4.130287686E2
3.682748751E0;2.049937592E2;3.400500183E2;1.136250076E2;4.129976981E2
3.692748751E0;2.050687561E2;3.399937744E2;1.135875015E2;4.129783068E2
3.702748751E0;2.050125122E2;3.399562683E2;1.135125046E2;4.128988777E2
3.712748751E0;2.049187622E2;3.401437683E2;1.135500031E2;4.130170522E2
3.722748751E0;2.050687561E2;3.402937622E2;1.135125046E2;4.132047047E2
3.732748751E0;2.051062622E2;3.398812561E2;1.136437531E2;4.129197860E2
3.742748751E0;2.050687561E2;3.399000244E2;1.135312576E2;4.128856595E2
3.752748751E0;2.049187622E2;3.399750061E2;1.138500061E2;4.129606855E2
3.762748751E0;2.050500031E2;3.400125122E2;1.137187576E2;4.130205419E2
3.772748751E0;2.049187622E2;3.400312500E2;1.139250031E2;4.130276703E2
3.782748751E0;2.049187622E2;3.399937744E2;1.140750046E2;4.130382215E2
3.792748751E0;2.050125122E2;3.398812561E2;1.139812546E2;4.129662514E2
3.802748751E0;2.051062622E2;3.399187622E2;1.139812546E2;4.130436661E2
3.812748751E0;2.051062622E2;3.400875244E2;1.139062576E2;4.131618794E2
3.822748751E0;2.051062622E2;3.400875244E2;1.139437561E2;4.131722191E2
3.832748751E0;2.051437531E2;3.401062622E2;1.137750015E2;4.131597512E2
3.842748751E0;2.050500031E2;3.399562683E2;1.140375061E2;4.130621272E2
3.852748751E0;2.051062622E2;3.400125122E2;1.139062576E2;4.131001365E2
3.862748751E0;2.052375031E2;3.399562683E2;1.136625061E2;4.130518882E2
3.872748751E0;2.051625061E2;3.398812561E2;1.138312531E2;4.129993660E2
3.882748751E0;2.050500031E2;3.397500000E2;1.139625015E2;4.128716726E2
3.892748751E0;2.049375153E2;3.398250122E2;1.141687546E2;4.129345331E2
3.902748751E0;2.048437653E2;3.397500000E2;1.140750046E2;4.128003601E2
3.912748751E0;2.048062592E2;3.398062744E2;1.142062531E2;4.128643556E2
3.922748751E0;2.048625031E2;3.400687561E2;1.141687546E2;4.130979406E2
3.932748751E0;2.049187622E2;3.400875244E2;1.142812576E2;4.131723965E2
3.942748751E0;2.047312622E2;3.401062622E2;1.145812531E2;4.131779554E2
3.952748751E0;2.048437653E2;3.400875244E2;1.146937561E2;4.132495010E2
3.962748751E0;2.048812561E2;3.401812744E2;1.146937561E2;4.133452386E2
3.972748751E0;2.049937592E2;3.401062622E2;1.145625076E2;4.133028902E2
3.982748751E0;2.052750092E2;3.402562561E2;1.146750031E2;4.135970328E2
3.992748751E0;2.052187653E2;3.402562561E2;1.146750031E2;4.135691209E2
4.002748751E0;2.052000122E2;3.400125122E2;1.146187515E2;4.133436968E2
4.012748751E0;2.051812592E2;3.400312500E2;1.145812531E2;4.133394049E2
4.022748751E0;2.052750092E2;3.401250000E2;1.145250015E2;4.134474827E2
4.032748751E0;2.053125153E2;3.401437683E2;1.145437546E2;4.134867395E2
4.042748751E0;2.052000122E2;3.402000122E2;1.146187515E2;4.134979462E2
4.052748751E0;2.050875092E2;3.403687744E2;1.145812531E2;4.135706138E2
4.062748751E0;2.048437653E2;3.402937622E2;1.144687576E2;4.133568788E2
4.072748751E0;2.049937592E2;3.403687744E2;1.143750076E2;4.134670316E2
4.082748751E0;2.049375153E2;3.404625244E2;1.145625076E2;4.135682336E2
4.092748751E0;2.049562531E2;3.403500061E2;1.145437546E2;4.134797021E2
4.102748751E0;2.049187622E2;3.402187500E2;1.146000061E2;4.133686712E2
4.112748751E0;2.048812561E2;3.401062622E2;1.145437546E2;4.132419030E2
4.122748751E0;2.049187622E2;3.399750061E2;1.144687576E2;4.131316986E2
4.132748751E0;2.051062622E2;3.398062744E2;1.145812531E2;4.131171099E2
4.142748751E0;2.051812592E2;3.397125244E2;1.147125015E2;4.131136724E2
4.152748751E0;2.050875092E2;3.395062561E2;1.146000061E2;4.128662565E2
4.162748751E0;2.049187622E2;3.395812683E2;1.145062561E2;4.128181435E2
4.172748751E0;2.048625031E2;3.396937561E2;1.144500046E2;4.128671659E2
4.182748751E0;2.049562531E2;3.397312622E2;1.143562546E2;4.129185745E2
4.192748751E0;2.049375153E2;3.399562683E2;1.140937576E2;4.130218336E2
4.202748751E0;2.049562531E2;3.398437500E2;1.139250031E2;4.128919307E2
4.212748751E0;2.047875061E2;3.399187622E2;1.138312531E2;4.128440889E2
4.222748751E0;2.048062592E2;3.399750061E2;1.137375031E2;4.128738647E2
4.232748751E0;2.047687531E2;3.399375000E2;1.136062546E2;4.127882353E2
4.242748751E0;2.050687561E2;3.398812561E2;1.135875015E2;4.128856785E2
4.252748751E0;2.049187622E2;3.397687683E2;1.136250076E2;4.127289151E2
4.262748751E0;2.048062592E2;3.398437500E2;1.135125046E2;4.127038489E2
4.272748751E0;2.046187592E2;3.395625000E2;1.136062546E2;4.124050304E2
4.282748751E0;2.046562653E2;3.397687683E2;1.137375031E2;4.126296432E2
4.292748751E0;2.046187592E2;3.397125244E2;1.136625061E2;4.125440596E2
4.302748751E0;2.046562653E2;3.396562500E2;1.136625061E2;4.125163274E2
4.312748751E0;2.046750031E2;3.398250122E2;1.138125076E2;4.127059276E2
4.322748751E0;2.045625153E2;3.398062744E2;1.136437531E2;4.125882080E2
4.332748751E0;2.046937561E2;3.399375000E2;1.136625061E2;4.127665236E2
4.342748751E0;2.048250122E2;3.397500000E2;1.136062546E2;4.126617613E2
4.352748751E0;2.049750061E2;3.400875244E2;1.136062546E2;4.130141141E2
4.362748751E0;2.047687531E2;3.399375000E2;1.137562561E2;4.128295434E2
4.372748751E0;2.048062592E2;3.400312500E2;1.137562561E2;4.129253450E2
4.382748751E0;2.048812561E2;3.402187500E2;1.139062576E2;4.131582778E2
4.392748751E0;2.049750061E2;3.401625061E2;1.139625015E2;4.131739772E2
4.402748751E0;2.049937592E2;3.401812744E2;1.140937576E2;4.132349529E2
4.412748751E0;2.049562531E2;3.402000122E2;1.140187531E2;4.132110720E2
4.422748751E0;2.050500031E2;3.402000122E2;1.143187561E2;4.133404530E2
4.432748751E0;2.049562531E2;3.399562683E2;1.144125061E2;4.131192946E2
4.442748751E0;2.051625061E2;3.399000244E2;1.142062531E2;4.131183229E2
4.452748751E0;2.051062622E2;3.398437500E2;1.142250061E2;4.130492770E2
4.462748751E0;2.048437653E2;3.398437500E2;1.141875076E2;4.129086212E2
4.472748751E0;2.047312622E2;3.398625183E2;1.143000031E2;4.128993967E2
4.482748751E0;2.047687531E2;3.398250122E2;1.142625046E2;4.128767384E2
4.492748751E0;2.049750061E2;3.397312622E2;1.142812576E2;4.129071197E2
4.502748751E0;2.046000061E2;3.396750183E2;1.141312561E2;4.126332805E2
4.512748751E0;2.047312622E2;3.398250122E2;1.138500061E2;4.127441732E2
4.522748751E0;2.046937561E2;3.400125122E2;1.136625061E2;4.128283027E2
4.532748751E0;2.046937561E2;3.398625183E2;1.137937546E2;4.127409402E2
4.542748751E0;2.047312622E2;3.396562500E2;1.137375031E2;4.125742085E2
4.552748751E0;2.048812561E2;3.395625000E2;1.135687561E2;4.125250088E2
4.562748751E0;2.047500153E2;3.394125061E2;1.137000046E2;4.123725368E2
4.572748751E0;2.046937561E2;3.393375244E2;1.136250076E2;4.122622122E2
4.582748751E0;2.047500153E2;3.394312744E2;1.135687561E2;4.123518172E2
4.592748751E0;2.048437653E2;3.392812500E2;1.137375031E2;4.123214212E2
4.602748751E0;2.049187622E2;3.394687500E2;1.139250031E2;4.125647072E2
4.612748751E0;2.050687561E2;3.396750183E2;1.139437561E2;4.128141136E2
4.622748751E0;2.052937622E2;3.401250000E2;1.136812515E2;4.132238756E2
4.632748751E0;2.053312531E2;3.402187500E2;1.136062546E2;4.132990472E2
4.642748751E0;2.053125153E2;3.403875122E2;1.133062515E2;4.133463367E2
4.652748751E0;2.052187653E2;3.404812622E2;1.133625031E2;4.133924148E2
4.662748751E0;2.053125153E2;3.406125183E2;1.133250046E2;4.135367858E2
4.672748751E0;2.051250153E2;3.405750122E2;1.133625031E2;4.134231100E2
4.682748751E0;2.049937592E2;3.402937622E2;1.134937515E2;4.131623380E2
4.692748751E0;2.049750061E2;3.401437683E2;1.134375076E2;4.130140487E2
4.702748751E0;2.048812561E2;3.397687683E2;1.137187576E2;4.127361153E2
4.712748751E0;2.047875061E2;3.398250122E2;1.137562561E2;4.127462264E2
4.722748751E0;2.047875061E2;3.398437500E2;1.139250031E2;4.128081920E2
4.732748751E0;2.048437653E2;3.398625183E2;1.139437561E2;4.128567295E2
4.742748751E0;2.047875061E2;3.399937744E2;1.141875076E2;4.130042084E2
4.752748751E0;2.050875092E2;3.402562561E2;1.142625046E2;4.133897993E2
4.762748751E0;2.051812592E2;3.403500061E2;1.143187561E2;4.135290241E2
4.772748751E0;2.052562561E2;3.405937500E2;1.141500015E2;4.137202630E2
4.782748751E0;2.052562561E2;3.405375061E2;1.140562515E2;4.136481019E2
4.792748751E0;2.053125153E2;3.405562744E2;1.140750046E2;4.136966420E2
4.802748751E0;2.054437561E2;3.405187683E2;1.141125031E2;4.137412620E2
4.812748751E0;2.054062653E2;3.403312683E2;1.143000031E2;4.136201116E2
4.822748751E0;2.055750122E2;3.400500183E2;1.142437515E2;4.134570538E2
4.832748751E0;2.054437561E2;3.399562683E2;1.142812576E2;4.133250623E2
4.842748751E0;2.054062653E2;3.398437500E2;1.140937576E2;4.131620672E2
4.852748751E0;2.052937622E2;3.395437622E2;1.142812576E2;4.129112509E2
4.862748751E0;2.053312531E2;3.397312622E2;1.141875076E2;4.130581568E2
4.872748751E0;2.052562561E2;3.396000061E2;1.141312561E2;4.128973703E2
4.882748751E0;2.053312531E2;3.396562500E2;1.140187531E2;4.129498368E2
4.892748751E0;2.051625061E2;3.399187622E2;1.138500061E2;4.130354013E2
4.902748751E0;2.050875092E2;3.400875244E2;1.137000046E2;4.130957537E2
4.912748751E0;2.049000092E2;3.402187500E2;1.136625061E2;4.131004441E2
4.922748751E0;2.049375153E2;3.404250183E2;1.135500031E2;4.132580083E2
4.932748751E0;2.052000122E2;3.408000183E2;1.131562576E2;4.135892118E2
4.942748751E0;2.051437531E2;3.405937500E2;1.134375076E2;4.134684149E2
4.952748751E0;2.052187653E2;3.404437561E2;1.135687561E2;4.134181358E2
4.962748751E0;2.051437531E2;3.403875122E2;1.134937515E2;4.133139842E2
4.972748751E0;2.053312531E2;3.403312683E2;1.131750031E2;4.132733683E2
4.982748751E0;2.053687592E2;3.403875122E2;1.132312546E2;4.133537259E2
4.992748751E0;2.055750122E2;3.402375183E2;1.131187515E2;4.133019555E2
5.002748751E0;2.054062653E2;3.399375000E2;1.132875061E2;4.130173081E2
5.012748751E0;2.052187653E2;3.395625000E2;1.134937515E2;4.126721031E2
5.022748751E0;2.051625061E2;3.396187744E2;1.132312546E2;4.126183259E2
5.032748751E0;2.052375031E2;3.398250122E2;1.132125015E2;4.128202297E2
5.042748751E0;2.053125153E2;3.399750061E2;1.133812561E2;4.130272908E2
5.052748751E0;2.051812592E2;3.398812561E2;1.136812515E2;4.129673647E2
5.062748751E0;2.050500031E2;3.396937561E2;1.135687561E2;4.127168691E2
5.072748751E0;2.048437653E2;3.398062744E2;1.138125076E2;4.127742230E2
5.082748751E0;2.049562531E2;3.400312500E2;1.138500061E2;4.130255931E2
5.092748751E0;2.049562531E2;3.402187500E2;1.139437561E2;4.132058120E2
5.102748751E0;2.049562531E2;3.401625061E2;1.141125031E2;4.132060740E2
5.112748751E0;2.048062592E2;3.402375183E2;1.141687546E2;4.132089994E2
5.122748751E0;2.047125092E2;3.401062622E2;1.141312561E2;4.130440952E2
5.132748751E0;2.048437653E2;3.401062622E2;1.140375061E2;4.130832731E2
5.142748751E0;2.049750061E2;3.401062622E2;1.141875076E2;4.131897985E2
5.152748751E0;2.050875092E2;3.399000244E2;1.141687546E2;4.130707173E2
5.162748751E0;2.049750061E2;3.400500183E2;1.141875076E2;4.131435041E2
5.172748751E0;2.050500031E2;3.400687561E2;1.141687546E2;4.131909572E2
5.182748751E0;2.050500031E2;3.400687561E2;1.142625046E2;4.132168711E2
5.192748751E0;2.049937592E2;3.399750061E2;1.141687546E2;4.130858877E2
5.202748751E0;2.048062592E2;3.401062622E2;1.143000031E2;4.131372219E2
5.212748751E0;2.049000092E2;3.401062622E2;1.142437515E2;4.131681475E2
5.222748751E0;2.048812561E2;3.401250000E2;1.141687546E2;4.131535420E2
5.232748751E0;2.047875061E2;3.402750244E2;1.139250031E2;4.131633106E2
5.242748751E0;2.049000092E2;3.400875244E2;1.136625061E2;4.129923768E2
5.252748751E0;2.046562653E2;3.398437500E2;1.137750015E2;4.127017232E2
5.262748751E0;2.045625153E2;3.399000244E2;1.137750015E2;4.127015874E2
5.272748751E0;2.048250122E2;3.397875061E2;1.136625061E2;4.127081296E2
5.282748751E0;2.050125122E2;3.396187744E2;1.137750015E2;4.126933402E2
5.292748751E0;2.047312622E2;3.396937561E2;1.137187576E2;4.125999194E2
5.302748751E0;2.046187592E2;3.397875061E2;1.138687515E2;4.126626691E2
5.312748751E0;2.046562653E2;3.396750183E2;1.138875046E2;4.125938301E2
5.322748751E0;2.048062592E2;3.398062744E2;1.140375061E2;4.128177088E2
5.332748751E0;2.048625031E2;3.398625183E2;1.140937576E2;4.129074497E2
5.342748751E0;2.050687561E2;3.398437500E2;1.139250031E2;4.129477878E2
5.352748751E0;2.047312622E2;3.398250122E2;1.141500015E2;4.128270237E2
5.362748751E0;2.046187592E2;3.399000244E2;1.138312531E2;4.127449786E2
5.372748751E0;2.046187592E2;3.398625183E2;1.140187531E2;4.127658465E2
5.382748751E0;2.048250122E2;3.399562683E2;1.137375031E2;4.128677386E2
5.392748751E0;2.048250122E2;3.398625183E2;1.137750015E2;4.128008817E2
5.402748751E0;2.045437622E2;3.397687683E2;1.136812515E2;4.125583517E2
5.412748751E0;2.046562653E2;3.397500000E2;1.134375076E2;4.125315958E2
5.422748751E0;2.047500153E2;3.398062744E2;1.134375076E2;4.126244552E2
5.432748751E0;2.051437531E2;3.399000244E2;1.132312546E2;4.128405298E2
5.442748751E0;2.052750092E2;3.399000244E2;1.134187546E2;4.129572252E2
5.452748751E0;2.055187531E2;3.399937744E2;1.136625061E2;4.132225669E2
5.462748751E0;2.053875122E2;3.397875061E2;1.139625015E2;4.130702498E2
5.472748751E0;2.054250031E2;3.398812561E2;1.139625015E2;4.131660101E2
5.482748751E0;2.055562592E2;3.397875061E2;1.143562546E2;4.132629646E2
5.492748751E0;2.055187531E2;3.399375000E2;1.143937531E2;4.133780261E2
5.502748751E0;2.052937622E2;3.400312500E2;1.144500046E2;4.133589038E2
5.512748751E0;2.050500031E2;3.399562683E2;1.146750031E2;4.132385805E2
5.522748751E0;2.050687561E2;3.401062622E2;1.144125061E2;4.132985433E2
5.532748751E0;2.051625061E2;3.400312500E2;1.142250061E2;4.132314810E2
5.542748751E0;2.053500061E2;3.400687561E2;1.140937576E2;4.133192101E2
5.552748751E0;2.055187531E2;3.401250000E2;1.141312561E2;4.134596922E2
5.562748751E0;2.055187531E2;3.400875244E2;1.138500061E2;4.133513106E2
5.572748751E0;2.056500092E2;3.399187622E2;1.137937546E2;4.132622772E2
5.582748751E0;2.058000031E2;3.398062744E2;1.137375031E2;4.132289498E2
5.592748751E0;2.058750153E2;3.398812561E2;1.133812561E2;4.132300805E2
5.602748751E0;2.058000031E2;3.398062744E2;1.135687561E2;4.131825356E2
5.612748751E0;2.055937653E2;3.396750183E2;1.134000015E2;4.129255075E2
5.622748751E0;2.055000153E2;3.395437622E2;1.133062515E2;4.127451143E2
5.632748751E0;2.053312531E2;3.396750183E2;1.133062515E2;4.127691221E2
5.642748751E0;2.053500061E2;3.397875061E2;1.136250076E2;4.129586137E2
5.652748751E0;2.052937622E2;3.398812561E2;1.139812546E2;4.131059470E2
5.662748751E0;2.052562561E2;3.398250122E2;1.141125031E2;4.130772724E2
5.672748751E0;2.052000122E2;3.398250122E2;1.144875031E2;4.131530858E2
5.682748751E0;2.049937592E2;3.397875061E2;1.144875031E2;4.130198288E2
5.692748751E0;2.049750061E2;3.398812561E2;1.145812531E2;4.131136465E2
5.702748751E0;2.047687531E2;3.399750061E2;1.147312546E2;4.131301342E2
5.712748751E0;2.049937592E2;3.401437683E2;1.147875061E2;4.133961731E2
5.722748751E0;2.049187622E2;3.402000122E2;1.147312546E2;4.133896566E2
5.732748751E0;2.048812561E2;3.400875244E2;1.145250015E2;4.132212837E2
5.742748751E0;2.049937592E2;3.401437683E2;1.143375015E2;4.132714467E2
5.752748751E0;2.050687561E2;3.401250000E2;1.142250061E2;4.132620989E2
5.762748751E0;2.055000153E2;3.399937744E2;1.143187561E2;4.133942439E2
5.772748751E0;2.055187531E2;3.399562683E2;1.144312515E2;4.134038383E2
5.782748751E0;2.055187531E2;3.399562683E2;1.145250015E2;4.134297984E2
5.792748751E0;2.053875122E2;3.396000061E2;1.144312515E2;4.130456460E2
5.802748751E0;2.054625092E2;3.396000061E2;1.141875076E2;4.130154885E2
5.812748751E0;2.054250031E2;3.397875061E2;1.141875076E2;4.131510233E2
5.822748751E0;2.054250031E2;3.398812561E2;1.142812576E2;4.132540453E2
5.832748751E0;2.052375031E2;3.397875061E2;1.143375015E2;4.130993176E2
5.842748751E0;2.050312653E2;3.400125122E2;1.142062531E2;4.131457327E2
5.852748751E0;2.050312653E2;3.399187622E2;1.141687546E2;4.130582152E2
5.862748751E0;2.051250153E2;3.399000244E2;1.140375061E2;4.130530853E2
5.872748751E0;2.049937592E2;3.400125122E2;1.140375061E2;4.130805037E2
5.882748751E0;2.049750061E2;3.399750061E2;1.140750046E2;4.130506804E2
5.892748751E0;2.049562531E2;3.399375000E2;1.139062576E2;4.129639271E2
5.902748751E0;2.048250122E2;3.399750061E2;1.140562515E2;4.129710873E2
5.912748751E0;2.048437653E2;3.402187500E2;1.138500061E2;4.131241822E2
5.922748751E0;2.048250122E2;3.401062622E2;1.137750015E2;4.130015813E2
5.932748751E0;2.048062592E2;3.402375183E2;1.138500061E2;4.131210435E2
5.942748751E0;2.048062592E2;3.404250183E2;1.139437561E2;4.133013143E2
5.952748751E0;2.050125122E2;3.405000000E2;1.141125031E2;4.135118420E2
5.962748751E0;2.050312653E2;3.404437561E2;1.141500015E2;4.134851795E2
5.972748751E0;2.050687561E2;3.404437561E2;1.142437515E2;4.135296610E2
5.982748751E0;2.050687561E2;3.405375061E2;1.142437515E2;4.136068454E2
5.992748751E0;2.051250153E2;3.402562561E2;1.144125061E2;4.134498921E2
6.002748751E0;2.051625061E2;3.401625061E2;1.144125061E2;4.133913473E2
6.012748751E0;2.050875092E2;3.401250000E2;1.143750076E2;4.133128892E2
6.022748751E0;2.051250153E2;3.399000244E2;1.143187561E2;4.131308225E2
6.032748751E0;2.050500031E2;3.397875061E2;1.141125031E2;4.129439628E2
6.042748751E0;2.048250122E2;3.395437622E2;1.140187531E2;4.126057781E2
6.052748751E0;2.048250122E2;3.396937561E2;1.140187531E2;4.127292207E2
6.062748751E0;2.048812561E2;3.396750183E2;1.139062576E2;4.127106525E2
6.072748751E0;2.049750061E2;3.397312622E2;1.140000076E2;4.128293659E2
6.082748751E0;2.050500031E2;3.399750061E2;1.140750046E2;4.130879025E2
6.092748751E0;2.052000122E2;3.399750061E2;1.142437515E2;4.132090083E2
6.102748751E0;2.052000122E2;3.400687561E2;1.144312515E2;4.133380157E2
6.112748751E0;2.051437531E2;3.400125122E2;1.143750076E2;4.132482429E2
6.122748751E0;2.052937622E2;3.400687561E2;1.144312515E2;4.133845655E2
6.132748751E0;2.052375031E2;3.399750061E2;1.145625076E2;4.133158666E2
6.142748751E0;2.052000122E2;3.400687561E2;1.146000061E2;4.133847666E2
6.152748751E0;2.051437531E2;3.401250000E2;1.144687576E2;4.133667518E2
6.162748751E0;2.050500031E2;3.401437683E2;1.144875031E2;4.133408705E2
6.172748751E0;2.049562531E2;3.400687561E2;1.140562515E2;4.131133659E2
6.182748751E0;2.049000092E2;3.401812744E2;1.137000046E2;4.130799006E2
6.192748751E0;2.048250122E2;3.402562561E2;1.140562515E2;4.132026548E2
6.202748751E0;2.050687561E2;3.403125000E2;1.141500015E2;4.133957126E2
6.212748751E0;2.051437531E2;3.402375183E2;1.137375031E2;4.132574838E2
6.222748751E0;2.052375031E2;3.400125122E2;1.137562561E2;4.131239849E2
6.232748751E0;2.051250153E2;3.398812561E2;1.138312531E2;4.129807433E2
6.242748751E0;2.051250153E2;3.396937561E2;1.135875015E2;4.127593007E2
6.252748751E0;2.051625061E2;3.399187622E2;1.137562561E2;4.130095696E2
6.262748751E0;2.050312653E2;3.398062744E2;1.140000076E2;4.129190303E2
6.272748751E0;2.050687561E2;3.396937561E2;1.137375031E2;4.127726520E2
6.282748751E0;2.048250122E2;3.397500000E2;1.136437531E2;4.126720862E2
6.292748751E0;2.046937561E2;3.398437500E2;1.137750015E2;4.127203159E2
6.302748751E0;2.046187592E2;3.398250122E2;1.136062546E2;4.126212023E2
6.312748751E0;2.046375122E2;3.399562683E2;1.131937561E2;4.126252564E2
6.322748751E0;2.046000061E2;3.399187622E2;1.133250046E2;4.126117837E2
6.332748751E0;2.046187592E2;3.399750061E2;1.133625031E2;4.126777174E2
6.342748751E0;2.048062592E2;3.400312500E2;1.131750031E2;4.127655946E2
6.352748751E0;2.047125092E2;3.401250000E2;1.132312546E2;4.128117538E2
6.362748751E0;2.047875061E2;3.403125000E2;1.132312546E2;4.130034350E2
6.372748751E0;2.050500031E2;3.402937622E2;1.133812561E2;4.131593610E2
6.382748751E0;2.050500031E2;3.402937622E2;1.132875061E2;4.131336435E2
6.392748751E0;2.051062622E2;3.401437683E2;1.137562561E2;4.131668522E2
6.402748751E0;2.050875092E2;3.402750244E2;1.138125076E2;4.132810975E2
6.412748751E0;2.049375153E2;3.399750061E2;1.137750015E2;4.129493200E2
6.422748751E0;2.048812561E2;3.399750061E2;1.138687515E2;4.129472442E2
